Timestamp,Label,Phase
10/20/2011 12:22:01.473,111,A
10/20/2011 12:37:40.507,111,A
10/20/2011 13:23:55.390,111,A
10/20/2011 13:39:08.157,111,A
10/20/2011 14:25:51.473,111,A
10/20/2011 14:40:49.357,111,A
10/20/2011 15:27:47.707,111,A
10/20/2011 15:30:39.240,127,A
10/20/2011 15:30:39.240,207,A
10/20/2011 15:30:58.907,127,A
10/20/2011 15:30:58.924,207,A
10/20/2011 15:42:34.723,111,A
10/20/2011 15:45:54.590,204,B
10/20/2011 15:47:31.223,204,B
10/20/2011 16:09:00.424,204,B
10/20/2011 16:30:12.723,111,A
10/20/2011 16:45:03.590,111,A
10/20/2011 17:32:44.407,111,A
10/20/2011 17:42:00.657,155,B
10/20/2011 17:42:04.407,157,B
10/20/2011 17:43:35.473,111,A
10/20/2011 17:43:44.140,111,A
10/20/2011 17:43:49.274,111,A
10/20/2011 17:43:52.490,111,A
10/20/2011 17:45:03.957,118,B
10/20/2011 17:45:04.390,149,B
10/20/2011 17:45:08.274,128,B
10/20/2011 17:49:44.457,111,A
10/20/2011 17:54:30.723,156,A
10/20/2011 17:56:37.507,156,A
10/20/2011 17:56:40.174,149,B
10/20/2011 17:57:12.657,152,B
10/20/2011 17:57:24.573,159,B
10/20/2011 17:57:30.107,123,B
10/20/2011 17:57:40.223,129,B
10/20/2011 17:57:45.707,129,B
10/20/2011 17:57:48.490,129,B
10/20/2011 18:18:57.274,129,B
10/20/2011 18:18:58.174,123,B
10/20/2011 18:19:26.607,128,B
10/20/2011 18:19:32.140,128,B
10/20/2011 18:19:35.790,128,B
10/20/2011 18:19:44.940,159,B
10/20/2011 18:20:01.257,152,B
10/20/2011 18:29:43.390,150,B
10/20/2011 18:31:16.407,158,A
10/20/2011 18:37:18.857,111,A
10/20/2011 18:42:24.507,128,B
10/20/2011 18:46:09.157,150,B
10/20/2011 18:46:32.907,158,A
10/20/2011 18:46:38.457,151,B
10/20/2011 18:48:10.540,111,A
10/20/2011 18:48:17.857,111,A
10/20/2011 18:51:04.257,157,B
10/20/2011 18:51:22.840,157,B
10/20/2011 18:51:29.440,152,B
10/20/2011 18:51:39.757,159,B
10/20/2011 18:51:48.657,159,B
10/20/2011 18:52:58.640,156,A
10/20/2011 18:53:30.973,156,A
10/20/2011 18:53:56.640,157,B
10/20/2011 18:53:59.073,152,B
10/20/2011 18:54:15.024,147,A
10/20/2011 18:54:15.024,207,A
10/20/2011 18:54:32.307,111,A
10/20/2011 19:07:23.640,128,B
10/20/2011 19:07:29.157,128,B
10/20/2011 19:07:33.407,128,B
10/20/2011 19:10:32.807,157,B
10/20/2011 19:15:38.690,111,A
10/20/2011 19:15:47.307,111,A
10/20/2011 19:36:22.857,111,A
10/20/2011 19:36:50.624,101,B
10/20/2011 19:36:50.707,102,B
10/20/2011 19:37:06.290,149,B
10/20/2011 19:37:18.740,120,B
10/20/2011 19:37:21.857,140,B
10/20/2011 19:39:37.573,149,B
10/20/2011 19:40:13.390,112,B
10/20/2011 19:40:59.924,111,A
10/20/2011 19:41:08.573,111,A
10/20/2011 19:42:46.940,118,B
10/20/2011 19:49:34.757,140,B
10/20/2011 19:50:08.723,151,B
10/20/2011 19:51:26.240,140,B
10/20/2011 19:52:13.174,147,A
10/20/2011 19:52:13.174,207,A
10/20/2011 19:53:47.073,111,A
10/20/2011 19:56:04.490,111,A
10/20/2011 19:56:11.207,111,A
10/20/2011 20:03:27.573,111,A
10/20/2011 20:03:47.007,111,A
10/20/2011 20:04:41.907,111,A
10/20/2011 20:04:46.490,111,A
10/20/2011 20:09:47.457,111,A
10/20/2011 20:09:54.890,111,A
10/20/2011 20:15:41.823,111,A
10/20/2011 20:15:46.223,111,A
10/20/2011 20:16:01.640,111,A
10/20/2011 20:16:09.874,111,A
10/20/2011 20:18:55.807,111,A
10/20/2011 20:19:09.140,111,A
10/20/2011 20:20:48.040,111,A
10/20/2011 20:20:51.857,111,A
